Location,County,Library Type,Geographic Code,Interlibrary Relationship code,Legal Basis Code,CLSA System Library,Street Address,City,Zip,Zip +4,Public Phone Number - Administration,Reference Phone Number,Library's Web Address,ILL Period # of weeks,ILL Photocopy free up to 10 pages?,Copy Fee,Size Square Mile,Population of The Legal Service Area,Population of Children Ages Under 5,Population of Children Ages 5-14,Population Age 0-14,Population Over 14 Years,Registered Users as of June 30,Children Borrowers,# of Central Libraries,# of Branch Libraries,# of Bookmobiles,# of Stations,Total # of Outlets,Total # of Service Points,Library Visits,"Hours Open, All Outlets",FTE Volunteers,Total persons employed,FTE Special Professionals,# of Librarian FTEs,FTE All other paid staff,FTE Other,FTE Library Technical Assistants,# of ALA MLS Librarian FTEs,Staff FTE,Total Operating Income,Local Government Income,State Income,Federal Income,Capital Outlay Income from Local Sources,Capital Outlay Income from State  Sources,Capital Outlay Income from Federal Sources,Capital Outlay Income from Other Sources,Total Capital Outlay Income,Other Operating Income,Literacy Income,Total Operating Expenditures,Total Collection Expenditures,Print Materials Expenditures,Print Serial Subscription Expenditures,Electronic Materials Expenditures,Other Materials Expenditures,Total Print Materials Expenditures,Salary & Wages Expenditures,Employee Benefits Expenditures,Total Staff Expenditures,Total Capital Expenditures,All Other Operating Expenditures,Operating Expenditures on Preservation,Expenditures on Children's Materials,Expenditures on Adult Literacy Programs,Books Children Held,Books Young Adult Held,Government Documents,Children's Audio Materials,# of Physical Audio Materials in Collection,Children's Video Materials,# of Physical Video Materials in Collection,# of Current Serial Subscriptions,Book Titles Added,# of Electronic Books in Collection,# of Electronic Collections in Collection,Total Print Materials Held,# of Downloadable Audio Materials in Collection,# of Downloadable Video Materials in Collection,# of Electronic Collections through Local and Other Funding in Collection,Children's Books Added,Books Added,Library Materials in Electronic Format,Number of Adult Books Held,Total Print Materials Held,Total Collection,Circulation of Childrens Materials,Circulation of Non English Materials,Circulation of Electronic Materials,Total Circulation,ILL loans to others,ILL loans received,Reference Questions,Total # of Programs,# of Children's Programs,# of Young Adult Programs,Young Adult Program Attendance,Children's Program Attendance,Total Program Attendance,# of Pre School Programs,Pre-School Program Attendance,# of School Aged Programs,School Aged Program Attendance,# of Adult Programs,Adult Program Attendance,Beginning Salary for Director,Final Salary for Director,Beginning Salary for Assistant Director,Final Salary for Assistant Director,Beginning Salary for Chief Library Division,Final Salary for Chief Library Division,Beginning Salary for Branch Librarian,Final Salary for Branch Librarian,Beginning Salary for Entry Level Librarian,Final Salary for Entry Level Librarian,Beginning Salary for Journeyman Librarian,Final Salary for Journeyman Librarian,Beginning Salary for Library Tech Assistant,Final Salary for Library Tech Assistant,Beginning Salary for Manager of Special Library Service (non-MLS),Final Salary for Manager of Special Library Service (non-MLS),Beginning Salary for Clerk,Final Salary for Clerk,Library Utilizes CA Teleconnect Fund,Library Utilizes the E-Rate Program,CIPA Compliant,Annual Uses of Public Internet Computers,# of Internet Terminals,Virtual Visits to the library website,Library use RFID,FSCS ID,Fiscal Year
PLACENTIA LIBRARY DISTRICT,Orange,Special District Library,"Municipal Government (city, town or village) (most nearly)",Member of a Federation or Cooperative,Library District,Santiago,411 E. CHAPMAN AVE.,PLACENTIA,92870,6198,(714) 528-1925,(714) 528-1906,http://placentialibrary.org,3,No,.15/pageB&W .50/pagecolor,7,"55,781","3,543","6,937","10,480","45,301","42,173","11,418",1,0,0,0,1,1,"325,975","4,280",8.5,22,0,8,12,12,0,8,20,"$2,783,223 ","$2,356,581 ","$30,280 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$396,362 ","$30,000 ","$2,402,081 ","$341,948 ","$123,611 ","$5,814 ","$95,083 ","$117,440 ","$129,425 ","$1,240,799 ","$285,939 ","$1,526,738 ","$48,394 ","$533,395 ",$923 ,"$80,637 ","$40,554 ","36,692","7,756",6,469,"3,775","1,950","6,025",77,"5,899","278,597",14,"77,896","51,359","15,348",14,"3,546","6,266","278,597","33,448","77,902","366,390","185,749","4,042","25,950","306,660","3,533","4,214","33,193","1,110",383,72,"1,086","22,179","27,376",76,"3,554",307,"18,625",272,"4,111","$10,603 ","$11,134 ",$0 ,$0 ,"$6,448 ","$8,249 ",$0 ,$0 ,"$4,247 ","$5,433 ","$4,949 ","$6,331 ","$3,593 ","$4,597 ","$6,448 ","$8,249 ","$2,676 ","$3,424 ",No,No,No,"29,665",37,"150,305",Yes,CA0096,16-17
PLACER COUNTY LIBRARY,Placer,County Library with Dedicated Tax,County/Parish (most nearly),Member of a Federation or Cooperative,County/Parish,NorthNet Library System,350 NEVADA ST.,AUBURN,95603,3789,(530) 886-4550,(530) 886-4510,http://www.placer.ca.gov/library,4,No,0.15,"1,403.60","198,804","5,168","12,866","18,034","180,770","87,943","8,180",1,6,1,2,9,10,"555,632","14,612",5.87,46,2,10.23,31.35,20.72,8.63,10.23,41.58,"$6,835,906 ","$6,564,756 ","$34,556 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$236,594 ","$34,556 ","$6,709,720 ","$413,058 ","$241,043 ","$19,161 ","$88,421 ","$64,433 ","$260,204 ","$2,269,941 ","$1,738,689 ","$4,008,630 ",$0 ,"$2,288,032 ",$0 ,"$64,154 ","$153,562 ","75,108","11,307",62,"4,943","22,919","3,885","15,316",254,"9,947","6,985",4,"193,511","3,497",0,4,"5,212","17,354","6,985","107,096","193,573","239,051","379,808","6,931","55,331","964,618",247,64,"11,662","2,559","1,099",69,"1,717","25,133","31,773",651,"16,662",448,"8,471",292,"4,923","$8,994 ","$10,929 ","$7,303 ","$88,745 ","$6,164 ","$7,495 ","$5,823 ","$7,079 ","$4,791 ","$5,823 ","$5,283 ","$6,420 ","$3,842 ","$5,149 ","$6,611 ","$8,036 ","$2,941 ","$4,139 ",Yes,Yes,No,"39,650",64,"382,023",Yes,CA0009,16-17
PLEASANTON PUBLIC LIBRARY,Alameda,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Pacific Library Partnership,400 OLD BERNAL AVE.,PLEASANTON,94566,7012,(925) 931-3400,(925) 931-3400,http://www.cityofpleasantonca.gov/gov/depts/lib/default.asp,3,Yes,,22,"75,916","4,113","14,004","18,117","57,799","45,073","9,207",1,0,0,0,1,1,"527,240","3,224",10,33.17,0,11.75,21.42,17.67,3.75,11.75,33.17,"$4,646,741 ","$4,611,960 ","$34,781 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$34,781 ","$4,611,960 ","$475,295 ","$277,618 ","$11,000 ","$115,277 ","$71,400 ","$288,618 ","$2,283,051 ","$1,373,215 ","$3,656,266 ",$0 ,"$480,399 ",$0 ,"$114,827 ","$209,525 ","73,464","7,397",0,"2,640","8,762","4,272","11,237",218,"6,938","291,990",18,"142,917","325,928","33,392",18,"7,316","12,614","291,990","62,056","142,917","455,142","729,136","26,639","71,667","1,223,999","12,482","13,564","85,924","2,219",923,140,"2,400","31,594","39,066",198,"7,193",725,"24,401",233,"5,072","$14,823 ","$14,823 ","$11,670 ","$11,670 ","$7,127 ","$8,663 ",,,,,"$6,165 ","$7,493 ","$5,058 ","$6,146 ",,,"$4,385 ","$5,328 ",No,Yes,Yes,"60,000",27,,Yes,CA0206,16-17
PLUMAS COUNTY LIBRARY,Plumas,County Library with Dedicated Tax,Multi-County (exactly),Member of a Federation or Cooperative,County/Parish,NorthNet Library System,445 JACKSON ST.,QUINCY,95971,9410,(530) 283-6310,-1,http://plumascounty.us/index.aspx?nid=546,4,Yes,,"3,528.00","23,026",782,,782,"22,244","10,136","1,634",1,3,0,4,4,8,"58,561","7,676",0.63,14,0,1.63,4.37,3.62,0.75,1.63,6,"$482,674 ","$389,100 ","$63,699 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$29,875 ","$63,699 ","$426,684 ","$12,875 ","$5,099 ","$2,976 ","$4,800 ",$0 ,"$8,075 ","$216,474 ","$132,415 ","$348,889 ",$0 ,"$64,920 ","$1,260 ",$500 ,"$161,124 ","18,383","2,860",,99,"5,661",350,"3,115",101,"2,505","5,412",1,"78,642","2,617",0,1,571,"2,562","5,412","57,399","78,642","92,932","10,557",137,"1,720","56,214",1,15,"3,475",0,115,0,0,"1,973",0,74,"1,301",41,672,2,20,"$5,409 ","$5,409 ",,,,,"$1,410 ","$2,041 ","$1,368 ","$1,400 ",,,"$1,682 ","$1,767 ","$1,146 ","$1,402 ","$1,747 ","$2,012 ",No,Yes,No,-1,27,,No,CA0097,16-17
POMONA PUBLIC LIBRARY,Los Angeles,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,625 S. GAREY AVE.,POMONA,91766,3322,(909) 620-2473,(909) 620-2043,http://www.pomonalibrary.org,3,Yes,,23,"155,306",,,,"155,306","52,160","12,518",1,0,0,0,1,1,"89,348","1,508",1.5,20,2.45,2,10.45,6.5,1.5,2,12.45,"$918,996 ","$918,996 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,"$858,389 ","$66,581 ","$49,799 ","$3,369 ","$9,253 ","$4,160 ","$53,168 ","$465,374 ","$12,913 ","$478,287 ",$0 ,"$313,521 ",$0 ,"$18,381 ",$0 ,"50,051","7,339","110,006",577,"9,755",588,588,61,"3,113",0,0,"283,408",0,0,0,"1,925","3,368",0,"226,018","393,414","403,818","49,891","8,365",0,"75,282",0,0,"14,250",211,93,12,61,"2,952","3,130",57,"1,050",36,"1,902",13,117,"$8,351 ","$11,192 ","$5,760 ","$6,999 ","$4,964 ","$6,035 ","$3,879 ","$4,716 ","$3,879 ","$4,716 ","$4,281 ","$5,206 ","$3,345 ","$4,066 ","$4,964 ","$6,035 ","$2,745 ","$3,337 ",No,No,Yes,"33,273",42,,No,CA0098,16-17
PORTERVILLE PUBLIC LIBRARY,Tulare,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",San Joaquin Valley Library System,41 WEST THURMAN AVENUE,PORTERVILLE,93257,3652,(559) 784-0177,(559) 784-0177,http://www.portervillelibrary.org,6,Yes,,12,"59,908","5,931","10,035","15,966","43,942","22,059","4,972",1,0,0,1,2,2,"174,757","4,168",1.96,23,2,1,14.58,5.58,7,0,15.58,"$1,338,312 ","$1,313,793 ","$24,519 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$24,519 ","$1,247,344 ","$117,042 ","$68,796 ","$4,716 ","$12,326 ","$31,204 ","$73,512 ","$641,915 ","$289,212 ","$931,127 ",$0 ,"$199,175 ",$0 ,"$36,000 ","$23,426 ","38,526","3,074",0,254,"5,089","1,319","7,039",63,"4,910","79,600",36,"65,744","5,205",30,36,"3,164","5,953","79,600","24,144","65,744","157,571","129,552","37,143",934,"252,103","23,109","20,133","6,894","1,560",595,54,"1,228","19,395","25,120",129,"4,317",466,"15,078",316,"4,497",,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,"42,495",42,"171,842",Yes,CA0099,16-17
RANCHO CUCAMONGA PUBLIC LIBRARY,San Bernardino,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Inland Library System,7368 ARCHIBALD AVENUE,RANCHO CUCAMONGA,91730,1401,(909) 477-2720,(909) 477-2720,http://www.rcpl.lib.ca.us/,4,Yes,,38,"177,324","10,933","23,894","34,827","142,497","299,783","77,915",0,2,1,0,2,3,"576,601","6,190",5,77,1,17,60,54,5,17,77,"$4,919,980 ","$4,040,850 ","$156,570 ",$0 ,"$835,680 ",$0 ,$0 ,$0 ,"$835,680 ","$722,560 ","$25,778 ","$4,892,260 ","$584,770 ","$350,000 ","$22,000 ","$152,770 ","$60,000 ","$372,000 ","$2,431,190 ","$803,400 ","$3,234,590 ","$979,280 ","$1,072,900 ",$0 ,"$180,000 ","$8,575 ","141,277","13,378",0,"3,081","15,513","4,277","13,390",245,,"77,968",55,"290,778","3,628",0,55,"11,932","27,001","77,968","136,123","290,778","397,949","672,660","6,645","36,523","918,656",0,57,"164,202","2,498","1,151",23,181,"32,595","38,979","1,055","26,599",96,"5,996",173,"6,203","$9,433 ","$13,374 ","$7,765 ","$10,474 ","$5,589 ","$7,537 ","$4,624 ","$6,236 ","$3,922 ","$5,290 ","$4,377 ","$5,904 ","$3,180 ","$4,290 ","$3,532 ","$4,764 ","$2,645 ","$3,567 ",No,Yes,Yes,"73,628",46,"427,126",Yes,CA0194,16-17
RANCHO MIRAGE PUBLIC LIBRARY,Riverside,Municipal Library,"Municipal Government (city, town or village) (most nearly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Inland Library System,71-100 HIGHWAY 111,RANCHO MIRAGE,92270,4123,(760) 341-7323,(760) 341-7323,http://www.ranchomiragelibrary.org,6,Yes,,25,"18,295",451,674,"1,125","17,170","30,825","1,925",1,0,0,0,1,1,"252,771","2,822",7,41,1,9,4,3,0,9,13,"$2,830,904 ","$2,755,844 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$75,060 ",,"$2,768,368 ","$237,788 ","$107,000 ","$13,373 ","$85,415 ","$32,000 ","$120,373 ","$1,471,082 ","$567,829 ","$2,038,911 ","$39,000 ","$491,669 ",$0 ,"$18,000 ",$0 ,"21,000","29,000",0,544,"5,860","2,205","12,622",104,,"4,209",9,"96,000","8,862",0,9,"1,700","7,667","4,209","46,000","96,000","118,804","66,001",481,"41,272","396,680",187,20,"62,519","1,066",267,3,66,"7,957","29,102",174,"3,586",93,"4,371",529,"21,079","$12,999 ","$13,544 ","$7,242 ","$7,351 ","$6,163 ","$6,297 ",,,"$4,874 ","$5,931 ",,,,,,,"$2,880 ","$3,600 ",Yes,No,No,"29,358",32,"153,048",Yes,CA0196,16-17
REDONDO BEACH PUBLIC LIBRARY,Los Angeles,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,303 N. PACIFIC COAST HWY,REDONDO BEACH,90277,2838,(310) 318-0676,(310) 318-0675,http://redondo.org/library,4,No,$0.15 ,7,"68,907","4,639","7,595","12,234","56,673","78,015","7,436",1,1,0,0,2,2,"338,438","4,762",0.22,62,2,10,18,16,0,10,28,"$4,593,820 ","$4,513,566 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$80,254 ",,"$4,791,550 ","$277,984 ","$108,791 ","$14,535 ","$109,272 ","$45,386 ","$123,326 ","$1,568,099 ","$450,055 ","$2,018,154 ",$0 ,"$2,495,412 ",$0 ,"$37,312 ",$0 ,"60,651","7,390",0,"1,744","22,447","3,268","20,320",229,"4,988","210,459",15,"165,957","334,420","33,944",15,932,"5,557","210,459","97,916","165,957","419,427","191,521","8,031","37,082","513,919",104,26,"36,523",650,251,26,575,"10,146","12,784",173,"5,169",78,"4,977",122,"2,063","$9,042 ","$12,788 ",,,,,"$5,663 ","$7,306 ",,,"$4,970 ","$6,418 ","$3,662 ","$4,173 ","$4,894 ","$5,957 ","$3,327 ","$3,795 ",No,No,No,"4,374",22,"323,358",No,CA0100,16-17
REDWOOD CITY PUBLIC LIBRARY,San Mateo,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Pacific Library Partnership,1044 MIDDLEFIELD RD,REDWOOD CITY,94063,1868,(650) 780-7061,(650) 780-7018,http://www.redwoodcity.org/library,3,No,,34,"85,601","7,061","13,104","20,165","65,436","65,467","17,187",1,2,0,1,4,4,"801,297","10,816",50.21,102,8.55,14.33,39.79,18.66,12.58,11.81,54.12,"$8,914,291 ","$8,424,250 ","$162,848 ","$85,474 ","$204,600 ",$0 ,$0 ,$0 ,"$204,600 ","$241,719 ","$162,848 ","$8,927,396 ","$577,415 ","$287,745 ","$24,750 ","$146,235 ","$118,685 ","$312,495 ","$4,263,324 ","$1,885,617 ","$6,148,941 ","$104,768 ","$2,201,040 ",$0 ,"$243,707 ","$1,237,042 ","104,948","11,479",706,"2,614","16,138","8,977","27,801",264,"9,784","302,912",29,"202,516","11,594","3,045",29,"13,802","21,602","302,912","86,089","203,222","550,366","525,660","40,601","95,218","1,102,348","81,636","81,565","129,038","15,905","6,903",828,"7,715","200,268","224,639","4,181","93,442","2,722","106,826","1,271","16,656","$14,194 ","$17,475 ",$0 ,$0 ,"$9,323 ","$11,185 ","$8,113 ","$9,734 ","$5,705 ","$6,935 ","$6,089 ","$7,405 ","$5,044 ","$6,131 ","$9,323 ","$11,185 ","$4,590 ","$5,576 ",Yes,Yes,No,"71,013",145,"111,506",Yes,CA0101,16-17
RICHMOND PUBLIC LIBRARY,Contra Costa,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Pacific Library Partnership,325 CIVIC CENTER PLAZA,RICHMOND,94804,1659,(510) 620-6555,(510) 620-6561,http://www.richmondlibrary.org,4,Yes,,55,"111,785","7,679","13,879","21,558","90,227","85,884","26,132",1,2,1,0,3,4,,"4,423",2.5,63,2,10,32,27,3,10,42,"$4,998,003 ","$4,499,964 ","$114,396 ","$146,492 ","$261,645 ",$0 ,$0 ,$0 ,"$261,645 ","$237,151 ","$114,396 ","$4,917,365 ","$319,247 ","$234,697 ","$9,250 ","$35,000 ","$40,300 ","$243,947 ","$2,507,719 ","$1,547,810 ","$4,055,529 ",$0 ,"$542,589 ",$0 ,"$92,700 ","$840,021 ","56,634","6,690",0,542,"3,803",948,"12,302",185,"6,944","5,720",2,"143,605","1,136",0,2,"6,267","10,979","5,720","80,281","143,605","165,617","101,306","12,161","6,710","186,118","4,736","4,691",,"1,436",634,114,885,"14,655","16,110",318,"8,998",316,"5,657",54,570,"$9,945 ","$15,830 ",$0 ,$0 ,"$7,158 ","$8,657 ","$5,543 ","$6,628 ","$5,077 ","$6,047 ","$5,543 ","$6,628 ","$4,470 ","$5,434 ","$6,670 ","$8,056 ","$3,612 ","$4,829 ",Yes,Yes,Yes,"45,369",47,"21,864",No,CA0102,16-17
RIVERSIDE COUNTY LIBRARY SYSTEM,Riverside,County Library with Dedicated Tax,County/Parish (most nearly),Member of a Federation or Cooperative,County/Parish,Inland Library System,5840 MISSION BLVD,JURUPA VALLEY,92509,3650,(951) 274-4512,N/A,http://www.rivlib.net,4,No,,"7,017.00","1,267,388","91,252","202,021","293,273","974,115","797,395","84,099",0,35,2,3,38,40,"3,606,142","71,784",21.75,356,14,53,187,138,35,36,240,"$24,739,183 ","$15,786,786 ","$8,218,023 ","$18,357 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$716,017 ","$24,527 ","$23,390,891 ","$1,163,310 ","$731,176 ","$39,304 ","$352,070 ","$40,760 ","$770,480 ",$0 ,$0 ,$0 ,"$10,323 ","$22,227,581 ",$0 ,"$180,481 ","$98,873 ","331,924","67,780",,"7,515","57,013","24,787","71,900",880,"15,127","4,783",24,"1,066,700","7,631",0,24,"25,614","57,648","4,783","666,996","1,066,700","1,201,300","1,193,617","99,776","115,800","2,628,832","82,892","88,582","479,917","9,606","2,965",846,"7,370","63,042","96,495","1,775","43,333","1,190","19,709","2,830","26,083",,,,,"$5,000 ","$6,700 ","$3,700 ","$5,000 ","$3,700 ","$5,000 ",,,"$2,150 ","$3,300 ",,,,,Yes,Yes,Yes,"415,186",613,"780,394",Yes,CA0199,16-17
RIVERSIDE PUBLIC LIBRARY,Riverside,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Inland Library System,3581 MISSION INN AVE.,RIVERSIDE,92501,3377,(951) 826-5213,(951) 826-5201,http://www.riversideca.gov/library/,4,No,"$.10 B/W, $.25 Color",86,"326,792","1,958","37,386","39,344","287,448","259,106","39,344",1,7,0,0,8,8,"837,059","20,202",6.4,64,3,8,52.25,38.25,11,7,60.25,"$6,311,399 ","$5,453,070 ","$116,010 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$742,319 ","$26,010 ","$6,311,409 ","$317,966 ","$247,000 ","$13,880 ","$41,316 ","$15,770 ","$260,880 ","$3,248,798 ","$1,433,681 ","$4,682,479 ",$0 ,"$1,310,964 ",$0 ,"$112,000 ","$28,557 ","141,852","20,948",,"1,498","14,690","4,713","27,008",127,"9,219","77,184",1,"402,463",776,0,1,"8,860","20,160","77,184","239,663","402,463","521,473","488,399","21,250","11,681","831,861",0,154,"145,923","1,631","1,167",251,"2,614","39,778","44,099",500,"25,030",667,"14,748",213,"1,707","$12,153 ","$16,279 ","$8,476 ","$10,302 ",$0 ,$0 ,"$5,120 ","$7,210 ","$2,489 ","$3,862 ","$6,419 ","$7,339 ","$3,502 ","$4,258 ","$9,149 ","$13,400 ",$0 ,$0 ,No,Yes,Yes,"254,599",308,"1,844,143",Yes,CA0103,16-17
ROSEVILLE PUBLIC LIBRARY,Placer,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",NorthNet Library System,225 TAYLOR ST.,ROSEVILLE,95678,2681,(916) 774-5234,(916) 774-5221,http://www.roseville.ca.us/library,6,Yes,,31,"135,868","8,344","19,029","27,373","108,495","101,943","27,505",1,2,0,0,3,3,"517,349","7,392",2.7,69,0,13.75,27,22,5,7.75,40.75,"$3,682,897 ","$3,459,564 ","$28,328 ",$0 ,"$273,809 ",$0 ,$0 ,$0 ,"$273,809 ","$195,005 ","$28,328 ","$3,560,095 ","$218,384 ","$112,960 ","$5,918 ","$71,797 ","$27,709 ","$118,878 ","$2,025,226 ","$913,959 ","$2,939,185 ","$159,584 ","$402,526 ",$750 ,"$49,519 ","$63,961 ","64,599","10,625",0,"2,359","8,739","2,920","10,555",107,"8,565","7,860",14,"142,567","2,313",0,14,"4,233","16,243","7,860","67,343","142,567","169,842","528,819","3,943","41,763","1,333,407",81,94,"58,072","2,277",996,61,440,"44,938","46,874",607,"36,310",389,"8,628",224,"1,496","$7,530 ","$10,091 ",,,"$5,567 ","$7,460 ","$4,105 ","$5,776 ","$3,732 ","$5,251 ",,,"$3,499 ","$4,924 ",,,"$2,786 ","$4,312 ",No,No,Yes,"70,306",99,"1,105,053",Yes,CA0104,16-17
SACRAMENTO PUBLIC LIBRARY,Sacramento,Joint Powers Authority,County/Parish (most nearly),Member of a Federation or Cooperative,Multi-jurisdictional,NorthNet Library System,828 I ST.,SACRAMENTO,95814,2508,(916) 264-2770,(916) 264-2920,http://www.saclibrary.org,4,Yes,,975,"1,436,245","99,037","200,595","299,632","1,136,613","692,508","109,205",1,27,2,0,28,30,"3,625,829","51,940",32,285.5,7,88.5,197,190,0,78.5,285.5,"$40,352,938 ","$37,026,034 ","$76,801 ","$452,008 ","$1,715,170 ",$0 ,$0 ,$0 ,"$1,715,170 ","$2,798,095 ","$55,761 ","$38,546,983 ","$5,035,000 ","$2,108,300 ","$167,000 ","$2,327,500 ","$432,200 ","$2,275,300 ","$19,176,512 ","$4,613,552 ","$23,790,064 ","$1,715,170 ","$9,721,919 ",$0 ,"$690,000 ","$258,308 ","429,943","76,869","6,962","10,205","64,440","23,465","103,712","1,802","27,661","95,521",42,"1,219,822","36,337","2,488",42,"47,918","152,634","95,521","713,010","1,226,784","1,492,301","2,666,859","110,788","1,009,273","7,085,680","148,794","107,093","143,500","12,914","4,826",839,"14,414","161,049","205,569","2,093","84,254","2,733","76,795","2,423","30,106","$13,333 ","$13,600 ","$7,097 ","$12,319 ","$7,097 ","$12,319 ","$4,609 ","$8,191 ","$4,609 ","$6,176 ","$5,562 ","$7,453 ","$3,796 ","$5,087 ","$7,097 ","$12,319 ","$2,863 ","$3,836 ",Yes,Yes,Yes,"530,279",748,"6,227,458",Yes,CA0105,16-17
SALINAS PUBLIC LIBRARY,Monterey,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Pacific Library Partnership,350 LINCOLN AVE.,SALINAS,93901,2692,(831) 758-7458,(831) 758-7311,http://www.salinaspubliclibrary.org,0,No,0,19,"162,470","15,434","51,015","66,449","96,021","64,626","24,792",1,2,1,0,3,4,"435,986","7,789",1.3,84,1,15,28.5,21.5,6,9,43.5,"$5,032,213 ","$4,948,081 ","$84,132 ",$0 ,"$107,945 ",$0 ,$0 ,$0 ,"$107,945 ",$0 ,"$84,132 ","$4,857,560 ","$327,697 ","$124,389 ","$15,628 ","$146,886 ","$40,794 ","$140,017 ","$2,356,980 ","$1,697,581 ","$4,054,561 ","$416,272 ","$475,302 ","$2,990 ",$0 ,"$84,132 ","63,802","9,358",0,"1,379","6,716","3,772","10,710",210,"4,790","271,221",14,"161,222","324,820","31,735",14,"6,026","10,368","271,221","88,062","161,222","450,093","184,918","34,973","3,731","301,343",0,0,"34,608","2,888","1,352",67,909,"28,677","30,369",640,"10,750",712,"17,927",117,783,"$10,716 ","$13,027 ","$6,391 ","$8,156 ","$5,824 ","$7,434 ","$4,303 ","$5,492 ","$4,000 ","$5,104 ",$0 ,$0 ,"$3,505 ","$4,474 ","$5,796 ","$7,398 ","$2,801 ","$3,575 ",No,Yes,Yes,"116,686",124,"156,471",No,CA0106,16-17
SAN ANSELMO PUBLIC LIBRARY,Marin,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",NorthNet Library System,110 TUNSTEAD AVE.,SAN ANSELMO,94960,2617,(415) 258-4656,(415) 258-4656,http://sananselmolibrary.org,3,No,0.2,3,"12,937",750,"2,145","2,895","10,042","7,331","1,345",1,0,0,0,1,1,"99,417","2,514",1,6,0,3,3,3,0,3,6,"$876,328 ","$854,780 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$21,548 ",,"$871,917 ","$121,145 ","$82,325 ","$8,200 ","$25,620 ","$5,000 ","$90,525 ","$443,416 ","$167,833 ","$611,249 ",$0 ,"$139,523 ",$500 ,"$12,000 ",$0 ,"13,960","1,043",0,355,"2,062",336,"2,722",107,"1,432","296,414",29,"41,295","5,000","23,872",29,"1,159","2,344","296,414","26,292","41,295","342,629","53,870",348,"11,037","130,721","35,738","20,104","35,152",635,257,14,249,"15,479","17,215",169,"10,880",88,"4,599",107,"1,487","$10,318 ","$10,318 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$4,508 ","$5,480 ","$5,048 ","$6,135 ","$3,772 ","$4,585 ",$0 ,$0 ,"$3,507 ","$4,263 ",No,No,No,"14,056",4,"9,574",No,CA0107,16-17
SAN BENITO COUNTY FREE LIBRARY,San Benito,County Library General Fund,County/Parish (most nearly),Member of a Federation or Cooperative,County/Parish,Pacific Library Partnership,470 FIFTH ST.,HOLLISTER,95023,3885,(831) 636-4097,(831) 636-4107,www.sbcfl.org,4,Yes,,"1,396.00","54,998","5,172","8,108","13,280","41,718","31,799","14,954",1,0,1,0,1,2,"95,199","2,220",1.21,14,0,3,6.18,3.68,2.5,2,9.18,"$941,205 ","$871,702 ","$23,528 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$45,975 ","$23,528 ","$959,791 ","$102,721 ","$50,750 ","$3,345 ","$29,086 ","$19,540 ","$54,095 ","$470,490 ","$162,664 ","$633,154 ",$0 ,"$223,916 ",$550 ,"$32,050 ","$43,109 ","29,995","5,105",365,763,996,"1,141","3,868",22,"3,115","42,240",30,"93,841","3,203",0,30,"2,853","5,229","42,240","58,741","94,206","141,362","51,000","5,300",319,"113,819",392,318,"6,400",933,436,6,80,"11,205","11,755",284,"5,705",152,"5,500",55,470,"$9,178 ","$9,178 ",,,,,,,"$3,460 ","$3,460 ","$4,927 ","$4,927 ","$4,122 ","$4,153 ",,,"$3,221 ","$3,550 ",Yes,Yes,No,"27,229",23,"91,416",Yes,CA0108,16-17
