FiscalYear,Location,County,LibraryType,GeographicCode,InterlibraryRelationshipcode,LegalBasisCode,CLSASystemLibrary,StreetAddress,City,Zip,Zip4,LibrarysWebAddress,PopulationofTheLegalServiceArea,RegisteredUsersasofJune30,ChildrenBorrowers,NumofCentralLibraries,NumofBranchLibraries,NumofBookmobiles,NumofOutlets,LibraryVisits,HoursOpenAllOutlets,Totalpersonsemployed,NumofLibrarianFTEs,FTEAllotherpaidstaff,NumofALAMLSLibrarianFTEs,TotalOperatingIncome,LocalGovernmentIncome,StateIncome,FederalIncome,CapitalOutlayIncomefromLocalSources,CapitalOutlayIncomefromStateSources,CapitalOutlayIncomefromFederalSources,CapitalOutlayIncomefromOtherSources,TotalCapitalOutlayIncome,OtherOperatingIncome,TotalOperatingExpenditures,TotalCollectionExpenditures,PrintMaterialsExpenditures,PrintSerialSubscriptionExpenditures,ElectronicMaterialsExpenditures,OtherMaterialsExpenditures,TotalPrintMaterialsExpenditures,SalaryWagesExpenditures,EmployeeBenefitsExpenditures,TotalStaffExpenditures,TotalCapitalExpenditures,AllOtherOperatingExpenditures,BooksChildrenHeld,BooksYoungAdultHeld,NumofPhysicalAudioMaterials,NumofPhysicalVideoMaterials,NumofCurrentSerialSubscriptions,NumofElectronicBooks,NumofElectronicCollections,TotalPrintMaterialsHeld,NumofDownloadableAudioMaterials,NumofDownloadableVideoMaterials,CirculationofNonEnglishMaterials,CirculationofElectronicMaterials,ILLloanstoothers,ILLloansreceived,ReferenceQuestions,NumofPrograms,NumofYoungAdultPrograms,YoungAdultProgramAttendance,ChildrensProgramAttendance,TotalProgramAttendance,NumofAdultPrograms,AdultProgramAttendance,CIPACompliant,AnnualUsesofPublicInternetComputers,NumofInternetTerminals,Websitevisits,FSCSID,NumofChildrensPrograms
18-19,MURRIETA PUBLIC LIBRARY,Riverside,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Inland Library System,8 TOWN SQUARE,MURRIETA,92562,9172,http://www.murrietalibrary.info,"118,125","35,425","9,509",1,0,0,1,"280,642","2,303",26,5,13.5,5,"$2,268,668 ","$2,158,971 ","$6,551 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$103,146 ","$2,238,174 ","$100,843 ","$75,688 ","$3,750 ","$10,697 ","$10,708 ","$79,438 ","$963,213 ","$446,213 ","$1,409,426 ","$78,840 ","$727,905 ","30,637","3,842","5,567","11,457",85,"108,422",42,"75,043","7,499",0,"2,569",,"48,522","38,273","45,374",431,41,664,"14,594","16,501",95,"1,243",Yes,"24,476",44,,CA0202,295
18-19,NAPA COUNTY LIBRARY,Napa,County Library with Dedicated Tax,County/Parish (most nearly),Member of a Federation or Cooperative,City/County,NorthNet Library System,580 COOMBS ST.,NAPA,94559,3396,http://www.countyofnapa.org,"134,646","44,151","24,549",1,3,0,4,"490,777","8,216",92,12.5,36.3,12.5,"$10,759,082 ","$9,545,787 ","$450,928 ","$1,593 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$760,774 ","$7,574,132 ","$722,680 ","$369,636 ","$28,299 ","$184,433 ","$140,312 ","$397,935 ","$3,647,672 ","$1,589,811 ","$5,237,483 ",$0 ,"$1,613,969 ","50,197","5,838","11,494","20,058",289,"357,840",37,"128,423","340,704","15,872","57,878","101,179","13,789","18,925","41,339","1,528",91,678,"24,426","31,811",403,"6,707",No,"77,642",111,"211,734",CA0077,"1,034"
18-19,NATIONAL CITY PUBLIC LIBRARY,San Diego,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Serra Cooperative Library System,1401 NATIONAL CITY BLVD.,NATIONAL CITY,91950,3314,http://www.nationalcityca.gov/government/library,"62,307","31,061","5,039",1,0,0,1,"172,611","2,500",37,5.45,14.75,4.85,"$2,169,774 ","$2,005,069 ","$46,974 ","$52,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$65,731 ","$2,179,492 ","$184,485 ","$119,620 ","$6,000 ","$56,298 ","$2,567 ","$125,620 ","$810,135 ","$273,084 ","$1,083,219 ",$0 ,"$911,788 ","80,870","7,354","5,154","24,135",109,"82,940",44,"206,210","2,744",0,"6,870","3,341",0,0,"76,531","1,568",39,581,"6,362","15,600","1,271","8,657",Yes,"58,940",123,"96,948",CA0078,258
18-19,NEVADA COUNTY LIBRARY,Nevada,County Library General Fund,County/Parish (exactly),Member of a Federation or Cooperative,County/Parish,NorthNet Library System,980 HELLING WAY,NEVADA CITY,95959,8619,http://mynevadacounty.com/library,"98,904","44,374","9,634",1,5,0,6,"334,495","9,435",33.5,8,25.5,8,"$5,076,436 ","$4,869,142 ","$54,800 ","$14,500 ","$142,472 ","$41,649 ",$0 ,$0 ,"$184,121 ","$137,994 ","$4,050,514 ","$223,337 ","$170,406 ","$13,574 ","$39,357 ",$0 ,"$183,980 ","$1,387,133 ","$957,020 ","$2,344,153 ","$160,306 ","$1,483,024 ","47,705","7,577","8,017","14,076",172,"85,000",12,"123,981","21,000","9,500","4,112","81,414",112,323,,"1,617",119,939,"12,058","16,688",573,"3,691",Yes,,91,,CA0079,925
18-19,NEWPORT BEACH PUBLIC LIBRARY,Orange,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Santiago,1000 AVOCADO AVE.,NEWPORT BEACH,92660,7915,http://www.newportbeachlibrary.org,"87,180","100,678","7,207",1,2,0,3,"935,953","10,100",74,16,42.83,16,"$9,535,437 ","$9,021,784 ","$41,666 ",$0 ,"$1,033,969 ",$0 ,$0 ,"$136,378 ","$1,170,347 ","$471,987 ","$8,944,720 ","$985,404 ","$435,047 ","$33,024 ","$395,278 ","$122,055 ","$468,071 ","$3,470,533 ","$2,373,624 ","$5,844,157 ","$1,054,782 ","$2,115,159 ","83,710","6,634","21,727","33,887",401,"23,586",45,"230,483","9,186","34,397","19,187","162,071",458,139,"162,357","1,380",40,770,"48,234","72,369",435,"23,365",Yes,"80,442",109,"579,855",CA0080,905
18-19,OAKLAND PUBLIC LIBRARY,Alameda,Municipal Library,"Municipal Government (city, town or village) (most nearly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Pacific Library Partnership,125 14TH ST.,OAKLAND,94612,4310,http://oaklandlibrary.org,"456,202","363,431","76,302",1,17,0,18,"2,088,793","35,124",315,89.66,182.64,89.66,"$39,930,675 ","$39,644,144 ","$64,523 ",$0 ,"$1,472,441 ",$0 ,$0 ,$0 ,"$1,472,441 ","$222,008 ","$32,850,438 ","$2,074,260 ","$1,255,831 ","$148,243 ","$634,862 ","$35,324 ","$1,404,074 ","$14,373,741 ","$9,288,302 ","$23,662,043 ","$849,805 ","$7,114,135 ","357,393","48,749","43,614","90,429","2,467","453,398",44,"843,404","16,759","16,759","220,946","339,337","17,225","26,417","315,804","7,753","1,456","25,713","158,884","217,411","1,665","32,814",No,"228,318",286,"1,335,939",CA0081,"4,632"
18-19,OCEANSIDE PUBLIC LIBRARY,San Diego,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Serra Cooperative Library System,330 N. COAST HIGHWAY,OCEANSIDE,92054,2824,http://www.oceansidepubliclibrary.org,"178,021","81,228","17,040",1,2,2,5,"511,171","8,448",61,10.63,29.85,10.63,"$5,443,261 ","$5,242,628 ","$54,070 ","$3,906 ","$142,060 ",$0 ,$0 ,"$10,568 ","$152,628 ","$142,657 ","$5,285,335 ","$237,159 ","$147,856 ","$10,070 ","$58,079 ","$21,154 ","$157,926 ","$1,949,424 ","$828,072 ","$2,777,496 ","$152,628 ","$2,270,680 ","81,280","13,428","7,055","10,766",211,"14,568",10,"187,151","3,707",0,,"38,481",256,239,"30,857","1,738",136,"2,104","37,013","45,439",449,"6,322",Yes,"113,041",69,,CA0082,"1,153"
18-19,ONTARIO CITY LIBRARY,San Bernardino,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Inland Library System,215 EAST C STREET,ONTARIO,91764,4111,http://www.ontariocitylibrary.org,"178,268","107,950","22,894",1,1,0,2,"381,529","5,772",71,15,33,14,"$5,157,575 ","$5,157,575 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$5,126,575 ","$394,300 ","$267,400 ","$16,300 ","$56,000 ","$54,600 ","$283,700 ","$2,757,763 ","$995,036 ","$3,752,799 ",$0 ,"$979,476 ","102,283","23,906","7,076","24,497",310,"5,043",11,"265,191",464,0,"22,427","42,769",431,183,"65,268","1,081",312,"4,828","23,007","31,543",294,"3,708",Yes,"67,732",77,,CA0083,475
18-19,ORANGE COUNTY PUBLIC LIBRARIES,Orange,County Library with Dedicated Tax,County/Parish (most nearly),Member of a Federation or Cooperative,County/Parish,Santiago,1501 E. ST. ANDREW PLACE,SANTA ANA,92705,4930,http://www.ocpl.org/,"1,645,613","517,979","57,309",0,33,0,33,"5,370,115","85,345",386,116,222.13,116,"$61,115,713 ","$57,698,373 ","$432,954 ","$34,800 ",$0 ,$0 ,$0 ,"$134,083 ","$134,083 ","$2,949,586 ","$47,716,530 ","$5,465,047 ","$3,315,155 ","$203,826 ","$1,148,496 ","$797,570 ","$3,518,981 ","$18,082,934 ","$8,742,434 ","$26,825,368 ","$727,270 ","$15,426,115 ","654,535","65,018","66,837","114,201","2,769","427,961",35,"1,392,906","102,081","13,489","270,285","1,022,484","1,197","5,614","476,903","13,957","1,305","19,654","370,286","428,642","3,378","38,702",Yes,"468,114",559,"3,099,286",CA0084,"9,274"
18-19,ORANGE PUBLIC LIBRARY,Orange,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Santiago,407 E CHAPMAN AVE,ORANGE,92866,1594,http://www.cityoforange.org/library,"141,691","56,992","7,681",1,2,0,3,"422,142","5,967",55,13,27.45,13,"$5,881,923 ","$5,672,176 ","$50,490 ",$0 ,"$390,000 ",$0 ,$0 ,"$24,593 ","$414,593 ","$159,257 ","$5,309,334 ","$266,735 ","$135,745 ","$7,288 ","$90,935 ","$32,767 ","$143,033 ","$2,317,322 ","$1,181,299 ","$3,498,621 ","$323,258 ","$1,543,978 ","77,373","11,126","13,272","18,356",128,"2,877",15,"153,899","8,634","69,124","9,454","211,387",303,41,"29,444",588,53,328,"19,057","22,846",120,"3,461",Yes,"80,076",93,"229,901",CA0085,415
18-19,ORLAND FREE LIBRARY,Glenn,Municipal Library,"Municipal Government (city, town or village) (most nearly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",NorthNet Library System,333 MILL ST.,ORLAND,95963,1788,http://www.orlandfreelibrary.net,"15,594","10,623","1,496",1,0,0,1,"37,712","2,027",7,1,3.5,1,"$460,351 ","$460,351 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$464,836 ","$10,200 ","$8,000 ",$0 ,"$2,200 ",$0 ,"$8,000 ","$256,633 ","$152,152 ","$408,785 ",$0 ,"$45,851 ","13,163","1,610","1,305","4,015",37,"24,434",0,"47,174","11,043",45,520,"2,600",85,159,,188,0,0,"5,056","5,101",3,45,Yes,"5,551",7,"18,791",CA0086,185
18-19,OXNARD PUBLIC LIBRARY,Ventura,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,251 SOUTH A ST.,OXNARD,93030,5750,www.oxnard.org/library,"209,879","94,222","25,676",1,2,0,3,"356,618","6,646",53,11,22.5,11,"$3,288,100 ","$3,161,486 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$126,614 ","$3,386,918 ","$225,649 ","$155,920 ","$17,577 ","$52,152 ",$0 ,"$173,497 ","$1,424,139 ","$922,455 ","$2,346,594 ",$0 ,"$814,675 ","128,120","17,217","17,868","18,299",162,"486,759",8,"389,367","372,272","15,562","28,011","8,140",791,204,"50,940",586,150,"1,055","7,774","9,554",81,725,Yes,"78,006",87,"231,641",CA0087,355
18-19,PACIFIC GROVE PUBLIC LIBRARY,Monterey,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Pacific Library Partnership,550 CENTRAL AVE.,PACIFIC GROVE,93950,2789,http://www.pacificgrovelibrary.org,"15,883","18,816","2,578",1,0,0,1,"155,023","2,600",11.5,4.5,7,4.5,"$1,390,690 ","$1,326,714 ",$0 ,$0 ,"$431,653 ",$0 ,$0 ,"$1,850,000 ","$2,281,653 ","$63,976 ","$1,295,726 ","$82,012 ","$48,968 ","$7,290 ","$15,881 ","$9,873 ","$56,258 ","$705,423 ","$237,871 ","$943,294 ","$224,960 ","$270,420 ","17,749","2,559","1,408","4,083",97,"6,346",29,"56,768","4,130",0,,"16,245","46,480","37,934","14,501",326,0,0,"11,790","12,622",100,832,No,"12,229",8,"52,037",CA0088,226
18-19,PALM SPRINGS PUBLIC LIBRARY,Riverside,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Inland Library System,300 S. SUNRISE WAY,PALM SPRINGS,92262,7699,http://www.palmspringslibrary.org,"48,733","23,229","2,183",1,1,0,2,"244,716","6,842",18,6.5,7.3,6.5,"$2,644,063 ","$2,636,063 ",$0 ,"$8,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,636,063 ","$270,101 ","$113,210 ","$14,522 ","$84,867 ","$57,502 ","$127,732 ","$988,098 ","$719,557 ","$1,707,655 ",$0 ,"$658,307 ","20,658","4,810","9,088","25,140",149,"124,297",16,"100,332","2,300","70,149","6,600","16,244",842,869,"16,721",281,39,412,"7,001","9,911",106,"2,498",Yes,"66,772",46,,CA0090,136
18-19,PALMDALE CITY LIBRARY,Los Angeles,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,700 E. PALMDALE BLVD.,PALMDALE,93550,4742,http://www.cityofpalmdale.org/library,"157,854","54,635","11,035",1,0,1,2,"176,483","2,968",16,3,9,3,"$1,407,811 ","$1,322,033 ",$0 ,$0 ,"$77,481 ",$0 ,$0 ,$0 ,"$77,481 ","$85,778 ","$1,322,033 ","$220,161 ","$99,883 ","$4,356 ","$58,474 ","$57,448 ","$104,239 ",$0 ,$0 ,$0 ,"$77,481 ","$1,101,872 ","29,614","5,731","4,451","3,142",105,881,7,"63,502",86,0,"8,245","1,069","23,190","10,382","35,591",514,28,783,"13,601","15,258",114,874,Yes,"34,818",28,"75,177",CA0089,372
18-19,PALO ALTO CITY LIBRARY,Santa Clara,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Pacific Library Partnership,270 FOREST AVE,PALO ALTO,94301,2512,http://www.cityofpaloalto.org/library/,"69,397","68,034","13,791",0,5,0,5,"1,009,639","13,520",108,29.05,33.53,27.05,"$9,875,145 ","$9,723,499 ","$5,953 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$145,693 ","$9,870,586 ","$817,616 ","$325,753 ","$35,092 ","$365,477 ","$91,294 ","$360,844 ","$4,504,861 ","$2,852,018 ","$7,356,879 ",$0 ,"$1,696,091 ","96,976","12,544","14,193","32,485",286,"144,658",62,"247,030","38,337","8,454","74,729","117,127","16,711","10,877","14,924","1,208",120,"2,619","42,137","50,775",317,"6,019",No,"124,274",138,"915,627",CA0091,771
18-19,PALO VERDE VALLEY LIBRARY DISTRICT,Riverside,Special District Library,"Municipal Government (city, town or village) (most nearly)",Member of a Federation or Cooperative,Library District,Inland Library System,125 W. CHANSLORWAY,BLYTHE,92225,1245,http://www.blythelibrary.org,"37,942","11,850","3,342",1,0,0,1,"68,184","1,950",5,1,4,0,"$346,959 ","$334,388 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$12,571 ","$345,377 ","$7,416 ","$6,936 ",$0 ,$0 ,$480 ,"$6,936 ","$189,336 ","$77,879 ","$267,215 ",$0 ,"$70,746 ","14,780","2,644","1,063","1,261",0,0,1,"40,848",0,0,129,0,0,27,"5,059",63,0,0,932,958,4,26,No,"7,530",13,"2,414",CA0093,59
18-19,PALOS VERDES LIBRARY DISTRICT,Los Angeles,Special District Library,Metropolitan Area (exactly),Member of a Federation or Cooperative,Library District,Southern California Library Cooperative,701 SILVER SPUR RD.,ROLLING HILLS ESTATE,90274,3603,http://www.pvld.org,"68,943","52,380","19,584",1,3,0,4,"667,505","8,580",93,19,39,16,"$9,292,590 ","$8,543,389 ",$0 ,"$21,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$728,201 ","$8,965,109 ","$569,216 ","$228,920 ","$34,505 ","$263,964 ","$41,827 ","$263,425 ","$5,164,872 ","$1,582,249 ","$6,747,121 ","$78,472 ","$1,648,772 ","69,655","5,800","10,780","19,653",570,"299,887",40,"210,126","65,114","32,918","19,694","90,368",759,422,"43,036","1,363",92,"1,538","35,840","46,135",361,"8,757",Yes,"41,728",48,"387,757",CA0092,910
18-19,PASADENA PUBLIC LIBRARY,Los Angeles,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,285 E. WALNUT ST.,PASADENA,91101,1598,http://cityofpasadena.net/library,"146,312","332,113","70,738",1,9,0,10,"803,275","23,932",133,25.5,78.06,25.5,"$14,437,308 ","$14,299,308 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$138,000 ","$14,437,308 ","$807,049 ","$544,839 ","$41,759 ","$124,546 ","$95,905 ","$586,598 ","$5,077,846 ","$4,078,476 ","$9,156,322 ",$0 ,"$4,473,937 ","172,031","13,685","9,679","22,239",608,"28,700",25,"566,251","8,037",224,"13,825","106,817","30,517","62,431","122,167","2,902",188,"3,507","122,167","145,797",856,"20,123",No,"121,667",154,"8,487,323",CA0094,"1,858"
18-19,PASO ROBLES CITY LIBRARY,San Luis Obispo,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Black Gold Cooperative Library System,1000 SPRING ST.,PASO ROBLES,93446,2599,http://www.prcity.com/library,"31,244","19,093","2,221",1,1,0,2,"157,116","3,182",15,3,7.1,3,"$1,351,898 ","$1,324,832 ","$2,562 ","$2,038 ","$45,666 ",$0 ,$0 ,$0 ,"$45,666 ","$22,466 ","$1,351,898 ","$80,484 ","$41,275 ","$3,025 ","$23,928 ","$12,256 ","$44,300 ","$656,440 ","$462,780 ","$1,119,220 ",$0 ,"$152,194 ","23,379","1,835","4,964","7,640",77,"1,849",15,"59,896","3,396",950,"8,982","41,176","26,804","24,649","14,664",506,6,146,"9,217","10,580",100,"1,217",Yes,"24,428",18,"14,190",CA0095,400
18-19,PLACENTIA LIBRARY DISTRICT,Orange,Special District Library,"Municipal Government (city, town or village) (most nearly)",Member of a Federation or Cooperative,Library District,Santiago,411 E. CHAPMAN AVE.,PLACENTIA,92870,6198,https://www.placentialibrary.org,"55,850","47,735","13,142",1,0,0,1,"147,905","3,226",25,10,11,9,"$2,863,518 ","$2,376,923 ","$33,075 ",$0 ,$0 ,$0 ,$0 ,"$1,126,100 ","$1,126,100 ","$453,520 ","$2,863,518 ","$347,732 ","$159,631 ",$322 ,"$138,234 ","$49,545 ","$159,953 ","$1,450,865 ","$373,035 ","$1,823,900 ","$2,789,500 ","$691,886 ","32,600","6,151","3,471","6,562",4,"409,874",19,"68,485","323,353","34,725","4,216","56,192","1,689","6,030","4,327",344,40,992,"18,670","22,570",94,"2,908",Yes,"20,485",34,"96,363",CA0096,210
18-19,PLACER COUNTY LIBRARY,Placer,County Library with Dedicated Tax,County/Parish (most nearly),Member of a Federation or Cooperative,County/Parish,NorthNet Library System,350 NEVADA ST.,AUBURN,95603,3789,http://www.placer.ca.gov/library,"201,884","95,437","9,876",1,8,1,10,"555,793","14,740",50.96,13.48,37.48,13.48,"$8,065,189 ","$7,784,393 ","$63,316 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$217,480 ","$8,045,840 ","$466,651 ","$286,714 ","$11,849 ","$118,426 ","$49,662 ","$298,563 ","$2,820,528 ","$1,430,058 ","$4,250,586 ",$0 ,"$3,328,603 ","80,449","11,824","17,017","14,676",250,"16,730",10,"186,251","6,110",0,"7,917","97,375",117,28,"12,631","1,628",70,"1,024","33,898","41,466",406,"6,544",No,,64,,CA0009,"1,152"
18-19,PLEASANTON PUBLIC LIBRARY,Alameda,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Pacific Library Partnership,400 OLD BERNAL AVE.,PLEASANTON,94566,7012,http://www.cityofpleasantonca.gov/gov/depts/lib/default.asp,"80,492","39,104","11,027",1,0,0,1,"594,225","3,224",33.25,11.75,21.5,10.75,"$5,034,383 ","$4,968,415 ","$55,968 ","$10,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$4,534,712 ","$515,643 ","$200,746 ","$10,742 ","$168,100 ","$136,055 ","$211,488 ","$2,427,857 ","$1,244,086 ","$3,671,943 ",$0 ,"$347,126 ","77,725","6,905","10,789","10,168",157,"360,088",26,"137,362","332,285","85,817","21,225","96,334","10,835","13,975","74,099",541,186,"8,215","15,727","31,310",144,"7,368",Yes,"64,502",27,"141,379",CA0206,211
18-19,PLUMAS COUNTY LIBRARY,Plumas,County Library with Dedicated Tax,Multi-County (exactly),Member of a Federation or Cooperative,County/Parish,NorthNet Library System,445 JACKSON ST.,QUINCY,95971,9410,http://plumascounty.us/index.aspx?nid=546,"22,992","11,003","1,883",1,7,0,8,"54,940","7,436",34,3,7.29,1.5,"$523,334 ","$422,987 ","$80,716 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$19,631 ","$523,334 ","$32,723 ","$17,864 ","$4,637 ","$7,442 ","$2,780 ","$22,501 ","$269,437 ","$147,968 ","$417,405 ",$0 ,"$73,206 ","22,743","3,478","2,572","5,722",139,"12,466",7,"90,826","6,041","32,500",133,"21,046",0,0,"2,871",502,1,0,"1,875","4,051",343,"2,176",No,"13,602",36,,CA0097,158
18-19,POMONA PUBLIC LIBRARY,Los Angeles,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,625 S. GAREY AVE.,POMONA,91766,3322,http://www.pomonalibrary.org,"154,310","42,688","9,774",1,0,0,1,"71,880","1,508",20,2,10.45,2,"$957,412 ","$957,412 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$956,201 ","$58,306 ","$47,131 ","$2,954 ","$6,481 ","$1,740 ","$50,085 ","$450,440 ","$43,560 ","$494,000 ",$0 ,"$403,895 ","41,277","3,789","7,302",502,56,0,1,"280,651",0,0,"5,778",0,0,0,"8,027",111,1,32,"2,583","2,655",3,40,Yes,"38,471",42,,CA0098,107
18-19,PORTERVILLE PUBLIC LIBRARY,Tulare,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",San Joaquin Valley Library System,41 WEST THURMAN AVENUE,PORTERVILLE,93257,3652,http://www.portervillelibrary.org,"60,260","16,971","4,189",1,1,0,2,"155,851","4,053",24,1,15.2,1,"$1,363,880 ","$1,331,635 ","$24,645 ","$7,600 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,292,823 ","$131,451 ","$70,210 ","$3,993 ","$25,857 ","$31,391 ","$74,203 ","$649,057 ","$306,754 ","$955,811 ",$0 ,"$205,561 ","41,900","3,543","4,931","7,092",59,"146,242",39,"70,486","8,979",268,"31,849","5,831","23,933","16,658","15,340","1,043",69,"1,076","16,274","21,249",409,"3,899",Yes,"37,927",41,"84,022",CA0099,565
18-19,RANCHO CUCAMONGA PUBLIC LIBRARY,San Bernardino,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Inland Library System,7368 ARCHIBALD AVENUE,RANCHO CUCAMONGA,91730,1401,http://www.rcpl.lib.ca.us/,"179,412","315,906","81,669",0,2,1,3,"514,644","6,230",79,13.5,36,10.5,"$4,977,330 ","$4,281,330 ","$55,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$641,000 ","$5,026,440 ","$733,450 ","$354,000 ","$22,000 ","$297,450 ","$60,000 ","$376,000 ","$2,625,830 ","$917,300 ","$3,543,130 ","$99,790 ","$749,860 ","127,150","13,550","10,771","14,695",262,"105,988",62,"242,306","9,585",268,"7,557","70,789",0,48,"150,942","1,112",35,604,"30,454","38,002",172,"6,944",Yes,"73,300",45,"360,706",CA0194,905
18-19,RANCHO MIRAGE PUBLIC LIBRARY,Riverside,Municipal Library,"Municipal Government (city, town or village) (most nearly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Inland Library System,71-100 HIGHWAY 111,RANCHO MIRAGE,92270,4123,http://www.ranchomiragelibrary.org,"18,489","43,397","5,971",1,0,0,1,"249,657","2,865",44,7,20,7,"$3,068,983 ","$2,997,583 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$71,400 ","$3,157,584 ","$240,000 ","$117,460 ","$10,182 ","$79,358 ","$33,000 ","$127,642 ","$1,538,239 ","$604,670 ","$2,142,909 ",$0 ,"$774,675 ","20,063","3,102","9,251","12,958",102,"4,181",23,"114,905","2,450","5,714","1,429","39,142",64,84,"67,529","1,567",11,183,"17,394","51,045","1,256","33,468",No,"15,713",32,"181,327",CA0196,300
18-19,REDONDO BEACH PUBLIC LIBRARY,Los Angeles,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,303 N. PACIFIC COAST HWY,REDONDO BEACH,90277,2838,http://redondo.org/library,"68,473","58,909","9,077",1,1,0,2,"314,093","4,800",56,10,18,10,"$4,819,279 ","$4,740,605 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$78,674 ","$4,740,605 ","$332,244 ","$134,630 ","$12,637 ","$137,489 ","$47,488 ","$147,267 ","$1,617,508 ","$539,273 ","$2,156,781 ",$0 ,"$2,251,580 ","62,972","9,001","23,430","20,950",188,"453,300",16,"191,974","102,771","37,357","8,072","58,497",56,16,"30,692",478,31,431,"10,181","13,182",133,"2,570",No,"18,825",22,"71,430",CA0100,314
18-19,REDWOOD CITY PUBLIC LIBRARY,San Mateo,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Pacific Library Partnership,1044 MIDDLEFIELD RD,REDWOOD CITY,94063,1868,http://www.redwoodcity.org/library,"85,319","65,344","15,203",1,3,0,4,"743,915","10,816",97,14.17,40.27,11.42,"$8,946,508 ","$8,285,977 ","$246,730 ","$4,000 ","$100,000 ",$0 ,$0 ,$0 ,"$100,000 ","$409,801 ","$8,878,108 ","$650,800 ","$318,504 ","$22,297 ","$163,979 ","$146,020 ","$340,801 ","$4,242,776 ","$1,821,026 ","$6,063,802 ","$88,682 ","$2,163,506 ","101,035","10,361","14,070","24,639",271,"212,671",37,"194,628","24,419","90,972","38,240","181,912","79,032","88,812","147,303","7,592",551,"9,573","159,229","188,053","3,011","19,251",No,"69,926",219,"92,246",CA0101,"4,030"
